Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1014342002,10/12/2023,"$275,000","1027 GINTER AVE, IOWA CITY",1 Story Frame,1900,1220,"6,250","$213,270",6523-397
1023201001,12/15/2023,"$275,000","1629 SPRUCE ST, IOWA CITY",1 Story Frame,1965,1534,"9,240","$277,100",6534-966
1012377015,06/14/2023,"$276,000","158 GLENN DR, IOWA CITY",1 Story Frame,1967,1304,"9,660","$298,810",6492-37
1012429017,04/06/2023,"$276,000","45 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1976,1184,"14,400","$315,460",6469-493
0907128004,01/24/2023,"$278,000","4220 UNBRIDLED AVE, IOWA CITY",1 1/2 Story Frame,2016,1870,"6,529","$307,800",6456-446
1010183007,10/23/2023,"$278,000","418 N GOVERNOR ST, IOWA CITY",2 Story Frame,1927,1432,"3,420","$268,400",6526-128
1010416004,05/29/2023,"$278,000","903 E IOWA AVE, IOWA CITY",2 Story Frame,1909,1476,"6,400","$277,200",6489-273
1010158017,03/01/2023,"$279,000","502 E DAVENPORT ST, IOWA CITY",2 Story Frame,1930,1404,"1,944","$248,120",6460-848
1023162006,09/15/2023,"$279,900","1923 GRANTWOOD DR, IOWA CITY",1 Story Frame,1975,1040,"14,171","$286,420",6517-104
0918231008,08/30/2023,"$280,000","3550 VISTA PARK DR, IOWA CITY",1 Story Frame,1991,1529,"12,221","$347,300",6513-769
1010133009,10/25/2023,"$280,000","718 N GILBERT ST, IOWA CITY",2 Story Frame,1900,1881,"4,000","$297,370",6525-986
1011479016,12/29/2023,"$280,000","2010 E COURT ST, IOWA CITY",1 Story Frame,1966,1056,"7,875","$369,670",6537-159
1012327006,05/31/2023,"$280,000","7 MOUNT VERNON CT, IOWA CITY",Split Foyer Frame,1970,1348,"15,500","$303,440",6484-917
1012433001,05/30/2023,"$280,000","40 N WESTMINSTER ST, IOWA CITY",Split Foyer Frame,1972,1137,"12,045","$284,460",6486-460
1012481015,06/02/2023,"$280,000","3203 RAVEN CT, IOWA CITY",1 Story Frame,1974,1196,"10,140","$294,090",6485-54
1013453009,05/18/2023,"$280,000","33 DUNUGGAN CT, IOWA CITY",Split Foyer Frame,1977,1078,"9,775","$252,210",6481-1
1013457007,12/20/2023,"$280,000","27 WAKEFIELD CT, IOWA CITY",Split Foyer Frame,1985,1218,"8,750","$253,390",6535-315
1015411004,01/11/2023,"$280,000","1307 KEOKUK ST, IOWA CITY",1 1/2 Story Frame,1950,2016,"11,475","$300,810",6459-993
1003106008,09/05/2023,"$282,000","1522 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1975,912,"7,150","$250,350",6514-930
1012462022,05/01/2023,"$282,000","3022 E COURT ST, IOWA CITY",Split Foyer Frame,1967,1100,"8,400","$312,920",6476-326
1018405008,03/25/2023,"$282,000","1234 EMILY CT, IOWA CITY",Split Foyer Frame,1998,1208,"6,360","$315,460",6466-266
1013228010,06/05/2023,"$285,000","418 UPLAND AVE, IOWA CITY",1 Story Frame,1958,912,"9,170","$241,200",6489-559
1013410001,12/27/2023,"$285,000","1268 CHAMBERLAIN DR, IOWA CITY",1 1/2 Story Frame,1991,2174,"9,015","$329,150",6537-595
1014361002,04/07/2023,"$285,000","1115 DEFOREST AVE, IOWA CITY",1 Story Frame,1963,1248,"8,750","$284,850",6469-566
1015484001,05/08/2023,"$285,000","920 DEFOREST AVE, IOWA CITY",1 Story Frame,1959,1528,"6,160","$262,010",6477-829
1016342003,06/30/2023,"$285,000","1111 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1967,1220,"10,500","$318,390",6498-371
1023263007,06/08/2023,"$285,000","1033 SANDUSKY DR, IOWA CITY",Split Level Frame,1983,1192,"9,945","$245,030",6487-788
1023305003,04/14/2023,"$285,000","1602 TOFTING AVE, IOWA CITY",1 Story Frame,2004,1304,"8,163","$294,090",6471-829
1011384001,08/04/2023,"$286,000","1124 MUSCATINE AVE, IOWA CITY",2 Story Frame,1880,1344,"7,710","$222,930",6506-39
1025233002,07/25/2023,"$286,500","2911 WHISPERING MEADOW DR, IOWA CITY",Split Foyer Frame,2016,1007,"6,195","$297,830",6501-993
1014326003,09/30/2023,"$287,500","1309 KIRKWOOD AVE, IOWA CITY",1 Story Frame,1950,1073,"13,000","$300,110",6521-742
1011264005,07/19/2023,"$288,000","1122 ROCHESTER AVE, IOWA CITY",2 Story Frame,1920,1923,"8,500","$283,750",6502-374
1023428013,04/28/2023,"$289,500","2211 PALMER CIR, IOWA CITY",1 Story Frame,1995,1227,"8,840","$301,200",6474-671
1012378017,04/06/2023,"$290,000","2726 LINDEN RD, IOWA CITY",1 Story Frame,1965,1477,"9,360","$310,410",6472-532
1012481006,04/21/2023,"$290,000","205 RAVEN ST, IOWA CITY",Split Foyer Frame,1976,1324,"12,220","$322,110",6474-360
1014212001,03/07/2023,"$290,000","1531 CENTER AVE, IOWA CITY",Split Level Brick,1939,1355,"4,950","$283,260",6464-556
1023388004,06/14/2023,"$292,000","1651 HEMINGWAY LN, IOWA CITY",Split Foyer Frame,1999,1208,"9,113","$283,320",6489-962
1009280001,05/17/2023,"$295,000","258 BLACK SPRINGS CIR, IOWA CITY",1 Story Frame,1952,1060,"9,840","$335,630",6480-893
1010115005,04/19/2023,"$295,000","526 N GOVERNOR ST, IOWA CITY",1 1/2 Story Frame,1900,1511,"6,000","$293,930",6473-877
1010184017,11/13/2023,"$295,000","930 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1900,1420,"6,000","$334,060",6527-520
1011386006,02/14/2023,"$295,000","1211 MUSCATINE AVE, IOWA CITY",1 Story Frame,1890,1480,"6,500","$296,080",6458-867
1022190003,06/12/2023,"$295,000","800 PEPPER DR, IOWA CITY",Split Level Frame,1999,1622,"8,060","$310,420",6492-658
1013318006,12/19/2023,"$297,500","1240 ESTHER CT, IOWA CITY",Split Level Frame,1978,1184,"6,420","$297,340",6536-453
1018404017,10/24/2023,"$299,000","1259 EMILY CT, IOWA CITY",Split Level Frame,1998,1696,"6,000","$328,010",6527-589
1013129004,09/20/2023,"$299,900","411 KENWOOD DR, IOWA CITY",1 Story Frame,1963,1726,"10,400","$298,100",6519-872
1010415001,06/02/2023,"$300,000","821 E IOWA AVE, IOWA CITY",2 Story Frame,1924,1858,"5,685","$306,630",6487-344
1011390002,08/01/2023,"$300,000","1107 E BURLINGTON ST, IOWA CITY",1 1/2 Story Frame,1900,1702,"6,750","$340,970",6504-806
1012453001,10/30/2023,"$300,000","2909 E WASHINGTON ST, IOWA CITY",Split Foyer Frame,1972,1080,"10,200","$259,840",6526-984
1015129001,03/01/2023,"$300,000","403 S JOHNSON ST, IOWA CITY",2 Story Frame,1900,1672,"6,920","$282,950",6461-433
1022189003,06/07/2023,"$300,000","2230 HAZEL CT, IOWA CITY",Split Foyer Frame,1988,1147,"10,123","$271,400",6489-602
1024133002,11/30/2023,"$300,000","1955 CHELSEA CT, IOWA CITY",1 Story Frame,2009,1366,"9,724","$323,930",6534-721
1016256009,11/06/2023,"$303,500","1320 OAKCREST ST, IOWA CITY",1 Story Frame,1963,1056,"6,000","$227,110",6527-972
1003484003,11/29/2023,"$304,340","1011 N SUMMIT ST, IOWA CITY",2 Story Frame,1935,1584,"36,000","$340,110",6531-124
1016257001,03/21/2023,"$305,000","612 GEORGE ST, IOWA CITY",1 Story Frame,1962,984,"7,875","$214,690",6470-397
1016333003,07/19/2023,"$305,000","918 SUNSET ST, IOWA CITY",1 Story Frame,1972,1324,"10,463","$342,540",6505-500
1023454006,02/22/2023,"$308,000","1960 SHERMAN DR, IOWA CITY",1 Story Frame,2015,1402,"8,000","$341,260",6461-641
1011434002,05/05/2023,"$310,000","1715 RIDGEWAY DR, IOWA CITY",1 Story Frame,1955,1392,"8,250","$297,710",6477-673
1013111010,06/22/2023,"$310,000","3310 SHAMROCK DR, IOWA CITY",1 Story Frame,1968,1130,"10,001","$302,170",6492-105
1016105003,04/07/2023,"$310,000","408 BROOKLAND PL, IOWA CITY",2 Story Frame,1900,1206,"10,320","$266,260",6470-238
1017410002,11/01/2023,"$310,000","23 PENFRO DR, IOWA CITY",2 Story Frame,1978,2124,"9,000","$379,990",6527-955
1023283008,06/14/2023,"$310,000","32 GLEASON DR, IOWA CITY",Split Foyer Frame,1975,1130,"12,896","$263,570",6492-914
1012460013,08/30/2023,"$314,900","204 S WESTMINSTER ST, IOWA CITY",1 Story Frame,1965,1385,"9,600","$338,000",6514-488
1011260006,04/07/2023,"$315,000","314 RENO ST, IOWA CITY",1 Story Frame,1920,1176,"11,600","$262,800",6470-66
1022153001,12/15/2023,"$315,000","5 IRONWOOD CIR, IOWA CITY",Split Level Frame,1992,1316,"8,520","$269,580",6535-537
1023320006,06/28/2023,"$315,000","1618 VESTI LN, IOWA CITY",Split Level Frame,2012,1778,"8,713","$311,650",6495-528
1003486010,05/19/2023,"$317,000","945 DEWEY ST, IOWA CITY",1 Story Frame,2019,880,"5,600","$264,970",6482-539
1017408004,06/05/2023,"$318,000","1024 PENKRIDGE DR, IOWA CITY",Split Foyer Frame,1974,1242,"10,795","$298,170",6487-809
0907468005,08/22/2023,"$319,900","383 ARLINGTON DR, IOWA CITY",1 Story Frame,2010,1500,"12,289","$310,500",6510-918
1018153006,10/25/2023,"$319,900","811 TIPPERARY RD, IOWA CITY",Split Level Frame,2003,1726,"9,960","$320,140",6526-637
1014130006,06/30/2023,"$320,000","1821 B ST, IOWA CITY",1 Story Frame,2002,1599,"12,000","$345,910",6498-388
1016332001,06/30/2023,"$320,000","815 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1588,"10,349","$343,970",6498-339
1017401002,05/25/2023,"$320,000","4 ARBURY DR, IOWA CITY",1 Story Frame,1973,1416,"12,995","$357,750",6486-383
1017433002,06/30/2023,"$320,000","1022 ESTRON ST, IOWA CITY",1 Story Frame,1976,1435,"13,532","$348,810",6498-403
1017481006,12/07/2023,"$320,000","43 DENBIGH DR, IOWA CITY",Split Foyer Frame,1977,1432,"9,000","$313,780",6532-837
1023311002,12/23/2023,"$320,000","2349 RUSSELL DR, IOWA CITY",Split Level Frame,2004,1692,"8,054","$308,820",6536-975
1023323022,06/28/2023,"$322,000","1512 ASHLYND CT, IOWA CITY",Split Level Frame,2016,1775,"10,358","$326,020",6497-137
1003205005,06/01/2023,"$324,000","1949 MEADOW RIDGE LN, IOWA CITY",Split Foyer Frame,1992,1430,"8,640","$318,780",6487-1000
1010189003,03/31/2023,"$325,000","719 E BLOOMINGTON ST, IOWA CITY",2 Story Frame,1873,1456,"6,000","$257,390",6467-354
1011313003,06/27/2023,"$325,000","1634 MORNINGSIDE DR, IOWA CITY",1 1/2 Story Brick,1935,1510,"6,000","$359,060",6494-146
1014231003,02/21/2023,"$325,000","1133 MAPLE ST, IOWA CITY",Split Foyer Frame,1962,1629,"9,450","$309,410",6459-584& 585
1014256004,05/23/2023,"$325,000","815 ROOSEVELT ST, IOWA CITY",1 1/2 Story Frame,1928,1177,"8,400","$325,730",6484-215
1014277009,04/12/2023,"$325,000","1530 SHERIDAN AVE, IOWA CITY",2 Story Frame,1933,1643,"6,700","$316,460",6471-812
1014337002,07/26/2023,"$325,000","1101 YEWELL ST, IOWA CITY",1 1/2 Story Frame,1950,1761,"3,660","$341,300",6506-597
1016160001,07/03/2023,"$325,000","804 HUDSON AVE, IOWA CITY",1 Story Frame,1935,1290,"6,390","$279,070",6496-194
1017155023,09/10/2023,"$325,000","812 KESWICK DR, IOWA CITY",Split Foyer Frame,1972,1112,"7,150","$270,240",6515-438
1017279013,12/11/2023,"$325,000","2351 CAMERON WAY, IOWA CITY",1 Story Frame,1990,1299,"14,170","$342,810",6534-305
1017406001,12/23/2023,"$325,000","1717 W BENTON ST, IOWA CITY",2 Story Frame,1975,2111,"12,300","$384,740",6538-380
1023398004,01/09/2023,"$325,000","1614 TERRAPIN DR, IOWA CITY",Split Level Frame,2008,1966,"6,853","$342,200",6452-470
1023399026,03/10/2023,"$325,000","1451 TERRAPIN DR, IOWA CITY",Split Level Frame,2019,1819,"5,932","$332,310",6462-876
1014279006,08/24/2023,"$327,000","738 OAKLAND AVE, IOWA CITY",2 Story Frame,1920,1319,"6,250","$317,450",6510-970
1003484017,05/02/2023,"$327,500","927 DEWEY ST, IOWA CITY",2 Story Frame,1920,1706,"9,966","$302,060",6477-24
1023358009,10/13/2023,"$328,000","2907 KEEL BOAT LOOP, IOWA CITY",1 Story Frame,2012,1762,"11,453","$313,700",6522-920
1023396012,06/22/2023,"$328,000","1363 LANGENBERG AVE, IOWA CITY",Split Foyer Frame,2003,1219,"7,438","$292,700",6495-127
1014136007,08/02/2023,"$329,900","1809 C ST, IOWA CITY",1 Story Frame,1880,1469,"12,000","$330,530",6505-655
1014346001,04/05/2023,"$329,900","1301 YEWELL ST, IOWA CITY",2 Story Frame,1940,1416,"7,440","$334,950",6469-119
1023321006,02/07/2023,"$329,900","1514 VESTI LN, IOWA CITY",Split Level Frame,2013,1778,"6,600","$332,320",6457-590
1023452003,08/16/2023,"$329,900","1917 SHERMAN DR, IOWA CITY",1 Story Frame,2011,1300,"8,389","$329,000",6509-357
1003282001,04/03/2023,"$330,000","1658 RIDGE RD, IOWA CITY",1 Story Frame,1956,1724,"17,400","$371,540",6470-47
1003453012,01/13/2023,"$330,000","828 N GILBERT ST, IOWA CITY",2 Story Frame,1920,3376,"25,020","$423,080",6453-570
1014209009,05/25/2023,"$330,000","517 DEARBORN ST, IOWA CITY",1 1/2 Story Frame,1928,1503,"6,250","$328,440",6482-862
1017155003,04/19/2023,"$330,000","618 KESWICK DR, IOWA CITY",Split Foyer Frame,1971,1636,"8,687","$332,730",6474-343
1023395009,11/20/2023,"$330,000","1426 LANGENBERG AVE, IOWA CITY",Split Level Frame,2003,1832,"6,780","$301,730",6530-597
1023323004,04/21/2023,"$332,000","1600 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1764,"8,306","$335,160",6473-653
1023323021,06/23/2023,"$332,000","1530 ASHLYND CT, IOWA CITY",Split Level Frame,2016,1764,"8,306","$335,440",6492-324
1023323003,03/04/2023,"$332,900","1594 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1778,"8,306","$315,420",6464-536
1013426016,03/03/2023,"$333,000","19 DURHAM CT, IOWA CITY",2 Story Frame,1968,2042,"11,956","$312,850",6461-562
1012332009,04/11/2023,"$333,500","2512 PRINCETON RD, IOWA CITY",Split Foyer Frame,1968,1444,"11,900","$364,250",6472-578
1023307002,03/20/2023,"$334,000","2343 KRISTIAN ST, IOWA CITY",Split Level Frame,2004,1756,"7,785","$314,500",6464-947
1004203008,04/24/2023,"$335,000","1062 MANITOU TRL, IOWA CITY",2 Story Frame,2015,1691,"12,062","$417,690",6474-305
1010109004,06/09/2023,"$335,000","811 BROWN ST, IOWA CITY",1 1/2 Story Frame,1922,1319,"9,000","$352,350",6488-943
1014228002,11/30/2023,"$335,000","427 CLARK ST, IOWA CITY",2 Story Frame,1890,1396,"5,356","$328,980",6531-328&330
1016356003,02/28/2023,"$335,000","1127 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1965,1428,"11,700","$366,070",6460-707
1017429004,07/10/2023,"$335,000","1924 KATHLIN DR, IOWA CITY",1 Story Frame,1977,1711,"15,157","$412,560",6497-520
1023323009,05/17/2023,"$335,000","1666 ASHLYND CT, IOWA CITY",Split Level Frame,2014,1764,"13,251","$321,330",6481-473
1014202009,10/23/2023,"$337,000","1530 MUSCATINE AVE, IOWA CITY",2 Story Frame,1920,1668,"8,345","$293,040",6524-452
1011454011,02/10/2023,"$337,500","1919 MORNINGSIDE DR, IOWA CITY",1 Story Frame,1939,1433,"6,000","$325,440",6461-724
1017410011,02/27/2023,"$338,500","131 PENFRO DR, IOWA CITY",Split Level Frame,1976,1584,"9,480","$370,030",6460-461
1012302023,06/30/2023,"$339,000","11 GREEN MOUNTAIN DR, IOWA CITY",1 Story Brick,1982,1680,"11,220","$372,260",6499-434
1124131015,04/04/2023,"$339,000","4342 ROHRET RD, IOWA CITY",2 Story Frame,2018,1673,"6,061","$365,360",6478-890
1014106002,07/27/2023,"$339,900","2025 A ST, IOWA CITY",2 Story Frame,1940,1748,"6,480","$347,060",6504-401
1016361001,09/01/2023,"$339,900","1313 ASHLEY DR, IOWA CITY",1 Story Frame,1991,1484,"14,875","$334,830",6516-574
1011314003,11/15/2023,"$340,000","1513 GLENDALE RD, IOWA CITY",1 Story Frame,1957,1436,"8,362","$303,250",6531-302
1012180014,06/21/2023,"$340,000","414 AMHURST ST, IOWA CITY",1 Story Frame,1973,1280,"8,640","$338,170",6494-448
1011281001,09/06/2023,"$344,750","1313 E DAVENPORT ST, IOWA CITY",1 Story Frame,1941,1364,"11,870","$312,570",6514-36
1009201002,05/12/2023,"$345,000","825 PARK RD, IOWA CITY",1 Story Frame,1955,1183,"8,663","$329,090",6480-83
1009257008,04/24/2023,"$345,000","30 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1926,1297,"8,000","$348,580",6474-993
1012361013,08/08/2023,"$345,000","2313 MAYFIELD RD, IOWA CITY",2 Story Frame,1964,2076,"13,500","$372,550",6506-488
1015402005,09/05/2023,"$345,000","1104 MARCY ST, IOWA CITY",2 Story Frame,1910,1610,"15,200","$362,600",6518-330
1018305011,06/22/2023,"$345,000","3642 FOXANA DR, IOWA CITY",Split Foyer Frame,1988,1256,"10,375","$332,100",6493-906
1023303004,07/31/2023,"$345,000","2365 NOR ST, IOWA CITY",1 Story Frame,2000,1251,"8,340","$332,040",6507-20
1017332001,03/30/2023,"$349,900","6 JENSEN CT, IOWA CITY",2 Story Frame,1993,1546,"8,640","$352,220",6467-578
1002277005,01/10/2023,"$350,000","1417 BRISTOL DR, IOWA CITY",1 Story Brick,1969,1612,"17,400","$395,420",6453-26
1002301016,03/27/2023,"$350,000","1380 DODGE STREET CT, IOWA CITY",1 Story Frame,1900,1310,"131,116","$276,340",6471-204
1011363014,07/05/2023,"$350,000","312 FAIRVIEW AVE, IOWA CITY",1 1/2 Story Frame,1940,1649,"8,109","$357,420",6496-456
1012179002,02/24/2023,"$350,000","427 AMHURST ST, IOWA CITY",1 Story Frame,1972,1240,"8,890","$347,310",6461-214
1014136007,11/05/2023,"$350,000","1809 C ST, IOWA CITY",1 Story Frame,1880,1469,"12,000","$330,530",6529-542
1017282007,04/17/2023,"$350,000","2137 LEONARD CIR, IOWA CITY",Split Foyer Frame,1983,1540,"10,938","$328,920",6473-441
1023325003,04/11/2023,"$354,900","1360 TERRAPIN DR, IOWA CITY",Split Level Frame,2022,1804,"6,672","$336,420",6472-55
1011428002,09/08/2023,"$355,000","118 N 7TH AVE, IOWA CITY",1 Story Frame,1959,1384,"8,050","$344,780",6518-400
1013176002,06/14/2023,"$355,000","9 ARBOR CIR, IOWA CITY",1 Story Frame,1971,1046,"15,981","$319,240",6492-34
1017485002,07/22/2023,"$355,000","45 EALING DR, IOWA CITY",1 Story Frame,1981,1196,"13,200","$336,810",6503-717
1011302007,05/05/2023,"$357,000","26 MONTROSE AVE, IOWA CITY",Split Level Frame,1958,1441,"8,750","$343,100",6476-605
1017431005,05/19/2023,"$359,000","1817 KATHLIN DR, IOWA CITY",2 Story Frame,1972,2064,"13,862","$368,550",6481-671
1017430005,07/18/2023,"$359,500","1932 GRASLON DR, IOWA CITY",Split Foyer Frame,1974,1428,"12,237","$349,320",6500-985
1124136013,03/24/2023,"$359,900","4542 ROHRET RD, IOWA CITY",1 Story Frame,2022,1076,"6,124","$349,920",6469-662
1124136014,04/11/2023,"$359,900","4522 ROHRET RD, IOWA CITY",1 Story Frame,2022,1076,"6,124","$349,920",6471-739
1124136015,05/15/2023,"$359,900","4504 ROHRET RD, IOWA CITY",1 Story Frame,2022,1076,"6,124","$349,920",6480-944
1001361005,07/10/2023,"$360,000","840 N 1ST AVE, IOWA CITY",1 Story Frame,2016,1455,"15,969","$377,130",6498-836
1002233003,04/30/2023,"$360,000","1235 OAKES DR, IOWA CITY",1 Story Frame,1978,1314,"15,675","$329,110",6477-176
1009105013,03/01/2023,"$360,000","204 MCLEAN ST, IOWA CITY",2 Story Frame,1920,1603,"11,480","$381,740",6460-479
1012339001,02/19/2023,"$360,000","2621 PRINCETON RD, IOWA CITY",1 Story Frame,1972,1278,"10,842","$373,700",6458-990
1014282009,10/08/2023,"$360,000","827 DEARBORN ST, IOWA CITY",1 Story Frame,1923,1357,"6,250","$349,520",6521-30
1016332006,05/17/2023,"$361,500","909 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1370,"10,500","$375,510",6482-520
1017488012,07/24/2023,"$362,000","9 WREXHAM DR, IOWA CITY",1 1/2 Story Frame,1985,1605,"14,595","$347,850",6502-538
0907319003,12/18/2023,"$362,500","230 KENNETH DR, IOWA CITY",2 Story Frame,2019,1729,"6,731","$376,350",6536-873
0918253001,08/03/2023,"$364,000","3580 VISTA PARK DR, IOWA CITY",1 Story Frame,1993,1734,"7,345","$390,710",6506-208
1012283002,08/08/2023,"$364,900","192 COLUMBIA DR, IOWA CITY",1 Story Frame,1977,1288,"10,800","$388,770",6507-297
0907489002,11/01/2023,"$366,000","195 ARLINGTON DR, IOWA CITY",Split Level Frame,2015,1860,"8,876","$385,450",6527-734
1014277008,03/08/2023,"$367,000","741 DEARBORN ST, IOWA CITY",2 Story Frame,1920,1974,"6,250","$347,210",6462-545
1016345006,07/01/2023,"$367,000","1116 WEEBER ST, IOWA CITY",1 Story Frame,1994,1264,"9,870","$345,220",6496-780
0907467002,10/27/2023,"$369,900","79 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2009,1351,"8,000","$371,080",6526-333
1002206004,03/15/2023,"$370,000","1773 BRISTOL DR, IOWA CITY",1 Story Frame,1997,1640,"11,003","$387,710",6463-871
1003484007,05/16/2023,"$370,000","1007 N SUMMIT ST, IOWA CITY",1 Story Frame,1978,912,"28,360","$334,540",6480-844
1014204001,06/07/2023,"$370,000","451 RUNDELL ST, IOWA CITY",2 Story Frame,1883,1720,"7,500","$365,370",6487-195
1017406007,07/17/2023,"$370,000","1025 DENBIGH DR, IOWA CITY",Split Foyer Frame,1974,1628,"10,455","$323,890",6499-727
1017477002,10/16/2023,"$370,000","24 DENBIGH DR, IOWA CITY",Split Foyer Frame,1978,2202,"9,600","$392,580",6523-211
1113439001,07/12/2023,"$370,000","1201 WILDCAT LN, IOWA CITY",1 Story Frame,2015,1324,"11,929","$405,250",6498-906
1023360001,06/09/2023,"$371,000","1246 LANGENBERG AVE, IOWA CITY",1 Story Frame,2018,1392,"10,807","$420,580",6487-564
1003430003,03/03/2023,"$375,000","9 FOREST GLN, IOWA CITY",1 Story Frame,1964,1226,"10,740","$334,110",6462-902
1010134015,01/09/2023,"$375,000","524 RONALDS ST, IOWA CITY",2 Story Frame,1900,1924,"6,000","$360,630",6453-693
1012176027,07/12/2023,"$375,000","21 HERON CIR, IOWA CITY",1 Story Frame,1992,1532,"8,125","$384,850",6498-962
1018126001,04/12/2023,"$375,000","302 GALWAY DR, IOWA CITY",2 Story Frame,1996,1886,"12,502","$452,490",6471-129
1018209012,02/21/2023,"$377,000","764 GALWAY DR, IOWA CITY",1 Story Frame,2020,1209,"9,270","$402,780",6459-156
1012432004,06/16/2023,"$379,000","2937 CREIGHTON ST, IOWA CITY",1 Story Frame,1977,1584,"15,300","$394,680",6494-222
0918180003,03/21/2023,"$380,000","4735 CHANDLER CT, IOWA CITY",1 Story Frame,1996,1630,"13,632","$415,190",6465-677
1016280008,08/30/2023,"$380,000","1021 TOWER CT, IOWA CITY",1 Story Frame,1956,1052,"9,250","$353,710",6511-698
1017487004,07/12/2023,"$380,000","22 WREXHAM DR, IOWA CITY",Split Foyer Frame,1979,1488,"9,000","$338,150",6498-773
1013493004,10/11/2023,"$383,000","1033 CHAMBERLAIN DR, IOWA CITY",2 Story Frame,2005,2004,"9,653","$419,890",6522-237
1004205008,04/21/2023,"$385,000","2043 MACKINAW DR, IOWA CITY",1 Story Frame,2013,1357,"8,538","$406,490",6477-336
0918285002,02/14/2023,"$390,000","818 AIDEN ST, IOWA CITY",2 Story Frame,2021,1729,"8,505","$400,410",6507-146
1017379006,05/11/2023,"$390,000","2353 CAE DR, IOWA CITY",2 Story Frame,1979,2366,"10,000","$399,990",6481-202
1013416009,09/18/2023,"$392,900","1071 CHAMBERLAIN DR, IOWA CITY",1 Story Frame,2004,1633,"8,136","$413,670",6516-202
1113461008,01/31/2023,"$392,900","4416 LUKE DR, IOWA CITY",2 Story Frame,2019,1686,"11,061","$442,270",6458-37
1011429014,09/10/2023,"$394,900","1703 ROCHESTER CT, IOWA CITY",Split Level Frame,1963,1546,"10,450","$421,960",6517-378
1023363001,12/20/2023,"$395,000","1091 LANGENBERG AVE, IOWA CITY",1 Story Frame,2017,1403,"8,494","$424,340",6535-587
0907259014,01/25/2023,"$397,000","425 THORNBURY AVE, IOWA CITY",1 Story Frame,2007,1576,"8,088","$398,710",6455-794
1023460004,03/16/2023,"$397,500","1724 SHERMAN DR, IOWA CITY",1 Story Frame,2021,1280,"8,024","$377,240",6465-279
0907323007,03/14/2023,"$400,000","4187 OLIVIA CT, IOWA CITY",Split Foyer Frame,2019,1442,"8,259","$393,460",6481-430
0907374001,04/07/2023,"$400,000","11 JEREMY CT, IOWA CITY",2 Story Frame,2018,1570,"11,290","$402,420",6470-860
0907386012,03/10/2023,"$400,000","4060 RUTH ST, IOWA CITY",1 Story Frame,2011,1590,"7,200","$421,910",6463-368
0907466001,06/23/2023,"$400,000","46 ASHFORD PL, IOWA CITY",1 Story Frame,2009,1341,"9,508","$398,270",6499-450
1012381008,06/23/2023,"$400,000","2663 HILLSIDE DR, IOWA CITY",2 Story Frame,1973,2088,"13,724","$394,340",6493-990
1013417004,05/01/2023,"$400,000","1102 CHAMBERLAIN DR, IOWA CITY",1 Story Frame,2003,1903,"11,550","$426,900",6478-6
1018209010,01/20/2023,"$400,000","788 GALWAY DR, IOWA CITY",1 Story Frame,2008,1403,"13,951","$432,760",6456-398
1023458007,05/05/2023,"$400,000","1813 DICKENSON LN, IOWA CITY",Split Foyer Frame,2016,1519,"8,024","$418,700",6509-387
1113458002,10/06/2023,"$400,000","16 MESA CT, IOWA CITY",1 Story Frame,2017,1346,"10,013","$414,700",6523-347
1017280003,07/11/2023,"$400,900","735 SPENCER DR, IOWA CITY",1 Story Frame,1984,1626,"11,700","$421,920",6500-721
0907467005,07/10/2023,"$401,000","49 WHITECHAPEL DR, IOWA CITY",1 Story Frame,2011,1272,"8,000","$373,580",6504-1
1012178001,08/01/2023,"$401,000","541 AMHURST ST, IOWA CITY",1 Story Frame,1987,1610,"11,875","$405,360",6505-597
1012355005,06/21/2023,"$402,000","2300 MAYFIELD RD, IOWA CITY",2 Story Frame,1965,1632,"13,300","$358,050",6495-284
1022483003,06/27/2023,"$405,000","1001 LANGENBERG AVE, IOWA CITY",2 Story Frame,2006,1953,"7,560","$397,300",6496-407
1022485002,07/05/2023,"$405,000","1022 LANGENBERG AVE, IOWA CITY",2 Story Frame,2017,1570,"11,762","$377,620",6499-292
1113437009,01/26/2023,"$405,000","1120 WILDCAT LN, IOWA CITY",1 Story Frame,2015,1464,"13,243","$444,940",6457-963
0918286003,07/26/2023,"$406,700","708 AIDEN ST, IOWA CITY",2 Story Frame,2021,1729,"8,100","$394,130",6506-6
1018203002,06/23/2023,"$410,000","548 GALWAY DR, IOWA CITY",Split Level Frame,2003,2614,"9,680","$438,960",6494-824
1023316002,07/24/2023,"$410,000","1444 TOFTING CIR, IOWA CITY",1 Story Frame,2008,1350,"13,114","$363,170",6502-99
