Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1014381001,08/29/2023,"$180,000","1401 ASH ST, IOWA CITY",1 Story Frame,1958,960,"8,694","$212,940",6512-915
1015482002,02/21/2023,"$180,000","1407 MARCY ST, IOWA CITY",1 Story Frame,1959,996,"7,704","$192,430",6460-178
1016427010,05/10/2023,"$180,000","944 MILLER AVE, IOWA CITY",1 Story Frame,1953,864,"6,250","$165,560",6478-388
1015158012,09/01/2023,"$181,000","921 WEBSTER ST, IOWA CITY",1 Story Frame,1941,810,"6,000","$187,580",6512-777
1012180021,05/17/2023,"$185,000","3340 TULANE AVE, IOWA CITY",Split Foyer Frame,1972,1061,"6,900","$254,670",6483-484
1014262005,03/27/2023,"$185,000","913 MAGGARD ST, IOWA CITY",1 Story Frame,1982,1080,"7,625","$259,280",6469-16
1014327002,06/06/2023,"$185,000","1303 KIRKWOOD AVE, IOWA CITY",1 Story Frame,1954,864,"15,540","$190,670",6488-455
1014381013,08/02/2023,"$187,500","1425 ASH ST, IOWA CITY",1 Story Frame,1954,720,"6,300","$173,500",6505-614
1014381013,07/13/2023,"$187,500","1425 ASH ST, IOWA CITY",1 Story Frame,1954,720,"6,300","$173,500",6498-655
1023209026,07/31/2023,"$189,000","1612 CROSBY LN, IOWA CITY",1 Story Frame,1965,896,"7,800","$199,630",6506-314
1014402003,03/17/2023,"$190,000","2117 MUSCATINE AVE, IOWA CITY",1 Story Frame,1930,779,"5,800","$202,730",6464-909
1014403008,08/31/2023,"$190,000","2010 H ST, IOWA CITY",1 Story Frame,1950,896,"7,500","$214,950",6512-737
1016193003,09/08/2023,"$190,000","213 W BENTON ST, IOWA CITY",1 Story Frame,1929,907,"5,700","$185,900",6514-744
1024355005,11/13/2023,"$190,000","2422 WHISPERING MEADOW DR, IOWA CITY",1 Story Frame,2004,1276,"8,255","$214,990",6529-176
1015413008,05/15/2023,"$193,000","1311 CARROLL ST, IOWA CITY",1 Story Frame,1955,816,"7,140","$202,230",6481-828
1010184006,02/10/2023,"$195,000","911 E DAVENPORT ST, IOWA CITY",1 1/2 Story Frame,1900,935,"6,000","$213,750",6457-934
1014257010,05/10/2023,"$195,000","827 MAGGARD ST, IOWA CITY",1 Story Frame,1900,948,"6,000","$188,050",6482-318
1014476005,11/20/2023,"$195,000","1351 S 1ST AVE, IOWA CITY",1 Story Frame,1990,1071,"9,280","$200,140",6532-391
1023156018,06/06/2023,"$195,000","1703 GLEASON AVE, IOWA CITY",1 Story Frame,1973,864,"8,664","$214,650",6487-860
1023408022,05/05/2023,"$195,900","21 REGAL LN, IOWA CITY",Split Foyer Frame,1971,888,"6,900","$213,080",6482-601
1014181003,09/06/2023,"$196,000","2015 D ST, IOWA CITY",1 Story Frame,1955,877,"6,000","$188,770",6518-795
1014380002,09/20/2023,"$198,000","1406 ASH ST, IOWA CITY",1 Story Frame,1954,1344,"9,500","$251,560",6520-32
1023401004,05/22/2023,"$198,000","2312 NEVADA AVE, IOWA CITY",1 Story Frame,1962,1200,"8,775","$216,110",6481-618
1011477001,03/02/2023,"$200,000","303 4TH AVE, IOWA CITY",1 Story Frame,1948,1088,"6,489","$238,370",6461-155
1012180015,12/07/2023,"$200,000","3302 TULANE AVE, IOWA CITY",1 Story Frame,1973,1040,"11,475","$252,370",6535-99
1014386001,01/06/2023,"$200,000","1715 DEFOREST AVE, IOWA CITY",1 Story Frame,1966,1040,"8,250","$228,120",6452-186
1023203017,03/06/2023,"$200,000","1314 HOLLYWOOD BLVD, IOWA CITY",Split Level Frame,1964,1244,"10,800","$244,030",6462-1
1023409010,04/03/2023,"$202,000","54 AMBER LN, IOWA CITY",1 Story Frame,1971,888,"6,900","$201,010",6469-940
1023201009,05/06/2023,"$205,000","1412 BROOKWOOD DR, IOWA CITY",1 Story Frame,1967,960,"7,150","$201,260",6498-469
1014314004,08/03/2023,"$206,000","1211 PINE ST, IOWA CITY",1 Story Frame,1958,984,"8,375","$194,840",6504-854
1013276008,05/01/2023,"$207,500","2810 EASTWOOD DR, IOWA CITY",1 Story Frame,1962,1040,"8,966","$251,220",6475-949
1010108005,12/05/2023,"$208,000","713 BROWN ST, IOWA CITY",1 1/2 Story Brick,1900,1047,"9,362","$214,900",6532-274
1002253003,05/01/2023,"$210,000","1320 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1961,924,"7,200","$205,330",6475-579
1013334007,08/07/2023,"$210,000","1220 LOUISE ST, IOWA CITY",1 Story Frame,1958,900,"6,710","$219,530",6508-52
1023281019,05/24/2023,"$210,000","2222 BANCROFT DR, IOWA CITY",Split Foyer Frame,1977,982,"8,024","$215,310",6492-409
1023402006,07/06/2023,"$210,000","2413 MIAMI DR, IOWA CITY",1 Story Frame,1960,864,"7,560","$187,190",6499-359
1023409008,11/13/2023,"$210,000","8 REGAL LN, IOWA CITY",Split Foyer Frame,1971,888,"6,900","$181,080",6529-609
1024329006,08/29/2023,"$210,000","2432 NEVADA AVE, IOWA CITY",1 Story Frame,1971,888,"6,840","$212,780",6513-816
1023255003,04/06/2023,"$212,000","1014 SANDUSKY DR, IOWA CITY",Split Foyer Frame,1980,1034,"11,528","$208,390",6470-352
1011382010,01/17/2023,"$213,000","1116 MUSCATINE AVE, IOWA CITY",2 Story Frame,1900,1248,"2,508","$237,020",6453-816
1023280006,03/20/2023,"$214,000","2249 BANCROFT DR, IOWA CITY",1 Story Frame,1978,936,"7,370","$229,620",6464-978
1011428002,04/28/2023,"$215,000","118 N 7TH AVE, IOWA CITY",1 Story Frame,1959,1384,"8,050","$344,780",6478-642
1012455008,02/20/2023,"$215,000","169 S WESTMINSTER ST, IOWA CITY",1 Story Frame,1968,960,"8,970","$239,330",6459-556
1014153003,03/08/2023,"$215,000","1850 MUSCATINE AVE, IOWA CITY",1 Story Frame,1954,1278,"12,000","$227,360",6462-562
1014284003,04/06/2023,"$215,000","1601 JACKSON AVE, IOWA CITY",1 Story Frame,1935,708,"3,150","$161,080",6469-697
1014376005,05/12/2023,"$215,000","1409 SYCAMORE ST, IOWA CITY",Split Foyer Frame,1964,1152,"6,760","$249,130",6478-541
1015412012,06/14/2023,"$215,000","722 HIGHLAND AVE, IOWA CITY",1 Story Frame,1956,936,"7,000","$210,650",6490-31
1024329004,06/23/2023,"$215,000","2420 NEVADA AVE, IOWA CITY",1 Story Frame,1971,888,"7,410","$211,510",6495-785
1012456021,01/20/2023,"$215,122","3010 RADCLIFFE AVE, IOWA CITY",1 Story Frame,1972,988,"8,640","$245,950",6455-9
1023233004,11/17/2023,"$215,900","1221 HOLLYWOOD BLVD, IOWA CITY",1 Story Frame,1967,1104,"9,724","$246,990",6530-424
1015480008,02/06/2023,"$216,001","1412 LAUREL ST, IOWA CITY",1 Story Frame,1956,1296,"7,470","$228,120",6459-135
1011369003,07/28/2023,"$216,500","1319 MUSCATINE AVE, IOWA CITY",2 Story Frame,1920,1407,"2,876","$219,440",6502-922
1012452008,08/01/2023,"$218,000","3004 SWEET BRIAR AVE, IOWA CITY",Split Foyer Frame,1970,1028,"9,585","$237,260",6504-538
1023285007,11/27/2023,"$219,000","1601 CALIFORNIA AVE, IOWA CITY",1 Story Frame,1970,876,"6,900","$231,110",6537-79
1003476003,04/13/2023,"$220,000","1016 N DODGE ST, IOWA CITY",1 Story Frame,1920,980,"6,000","$219,500",6476-562
1011367006,08/07/2023,"$220,000","1328 MUSCATINE AVE, IOWA CITY",1 Story Frame,1939,1255,"2,320","$226,500",6506-330
1013157004,10/02/2023,"$220,000","3006 MUSCATINE AVE, IOWA CITY",1 Story Frame,1949,1436,"9,450","$238,240",6520-752
1014185004,04/27/2023,"$220,000","814 3RD AVE, IOWA CITY",1 Story Frame,1928,1395,"9,000","$224,030",6475-138
1014213009,05/18/2023,"$220,000","721 RUNDELL ST, IOWA CITY",2 Story Frame,1923,2112,"6,250","$281,150",6480-705
1017333006,05/09/2023,"$220,000","1216 JENSEN ST, IOWA CITY",Split Foyer Frame,1994,1200,"5,760","$290,830",6484-280
1023159004,04/30/2023,"$220,000","1916 CALIFORNIA AVE, IOWA CITY",1 Story Frame,1972,876,"6,900","$215,770",6476-244
1023410014,07/05/2023,"$220,000","13 AMBER LN, IOWA CITY",Split Foyer Frame,1971,888,"8,050","$229,370",6498-188
1023476012,09/27/2023,"$220,000","26 REGAL LN, IOWA CITY",1 Story Frame,1971,888,"15,392","$235,890",6519-478
1023204004,05/18/2023,"$222,000","1629 HOLLYWOOD BLVD, IOWA CITY",1 Story Frame,1966,1040,"10,500","$206,120",6480-809
1023282009,11/28/2023,"$222,000","2222 RUSSELL DR, IOWA CITY",Split Foyer Frame,1977,982,"10,626","$227,330",6532-168
1023409013,10/23/2023,"$222,000","14 REGAL LN, IOWA CITY",Split Foyer Frame,1971,1104,"8,050","$223,510",6525-386
1013226025,09/11/2023,"$222,500","2435 CRESTVIEW AVE, IOWA CITY",1 Story Frame,1958,960,"7,875","$203,930",6518-369
1023276007,07/27/2023,"$224,900","1519 CROSBY LN, IOWA CITY",1 Story Frame,1969,896,"8,418","$214,840",6506-13
1011334013,03/08/2023,"$225,000","1171 E JEFFERSON ST, IOWA CITY",2 Story Frame,1920,1152,"12,000","$231,110",6463-157
1011352014,03/22/2023,"$225,000","1630 WILSON ST, IOWA CITY",1 Story Frame,1937,1407,"6,550","$303,380",6468-533
1012184020,01/13/2023,"$225,000","220 AMHURST ST, IOWA CITY",Split Foyer Frame,1975,912,"8,338","$243,560",6453-140
1013334008,07/19/2023,"$225,000","1228 LOUISE ST, IOWA CITY",1 Story Frame,1958,1493,"6,710","$214,790",6504-492
1014208006,08/28/2023,"$225,000","515 RUNDELL ST, IOWA CITY",2 Story Frame,1929,1416,"5,000","$238,620",6517-54
1014355007,10/04/2023,"$225,000","1514 CRESCENT ST, IOWA CITY",1 Story Frame,1940,1290,"6,250","$239,630",6521-847
1015480013,08/07/2023,"$225,000","1436 LAUREL ST, IOWA CITY",1 Story Frame,1959,1368,"6,500","$232,900",6508-911
1015482003,11/13/2023,"$225,000","1411 MARCY ST, IOWA CITY",1 Story Frame,1959,1428,"7,320","$241,490",6529-274
1023405003,02/10/2023,"$225,000","2341 NEVADA AVE, IOWA CITY",1 Story Frame,1970,864,"9,208","$226,200",6461-409
1023408017,06/07/2023,"$225,000","47 REGAL LN, IOWA CITY",Split Foyer Frame,1971,888,"6,900","$202,260",6490-364
1010404005,05/23/2023,"$227,500","109 N DODGE ST, IOWA CITY",1 Story Frame,1941,1062,"4,000","$225,570",6483-819
1012456021,01/25/2023,"$229,456","3010 RADCLIFFE AVE, IOWA CITY",1 Story Frame,1972,988,"8,640","$245,950",6465-363
1014163006,11/10/2023,"$230,000","1721 F ST, IOWA CITY",1 Story Frame,1963,928,"6,000","$197,270",6528-912
1014378004,05/31/2023,"$230,000","1414 PINE ST, IOWA CITY",1 Story Frame,1955,1040,"6,900","$246,560",6485-796
1016427013,03/21/2023,"$230,000","929 HUDSON AVE, IOWA CITY",1 Story Frame,1955,888,"6,250","$224,220",6467-890
1023281015,06/22/2023,"$230,000","2206 BANCROFT DR, IOWA CITY",Split Foyer Frame,1977,976,"8,970","$213,460",6493-656
1013253001,05/31/2023,"$232,000","614 S 1ST AVE, IOWA CITY",1 Story Frame,1961,1374,"12,610","$233,940",6486-348
1013379010,07/19/2023,"$235,000","1328 DOVER ST, IOWA CITY",Split Foyer Frame,1970,1080,"7,150","$235,300",6500-459
1015488005,07/03/2023,"$235,000","1520 PLUM ST, IOWA CITY",1 Story Frame,1958,936,"7,150","$227,730",6500-628
1018407005,04/28/2023,"$235,000","2756 IRVING AVE, IOWA CITY",2 Story Frame,1998,1610,"3,224","$296,790",6475-643
1023156003,07/06/2023,"$235,000","1915 GLEASON AVE, IOWA CITY",1 Story Frame,1972,996,"6,900","$254,910",6497-557
1023281013,05/04/2023,"$235,000","2169 RUSSELL DR, IOWA CITY",Split Foyer Frame,1978,1130,"9,800","$233,790",6476-958
1023284011,12/13/2023,"$235,000","67 GLEASON DR, IOWA CITY",Split Foyer Frame,1972,1077,"8,625","$245,810",6533-424
1024330003,07/14/2023,"$235,000","2417 ASTER AVE, IOWA CITY",Split Foyer Frame,1994,1284,"8,125","$263,280",6500-109
1011264007,07/15/2023,"$236,000","1116 ROCHESTER AVE, IOWA CITY",1 Story Frame,1958,936,"6,020","$233,620",6499-835
1014377009,03/30/2023,"$236,000","1433 SPRUCE ST, IOWA CITY",1 Story Frame,1960,1040,"7,260","$228,870",6467-920
1023164003,10/02/2023,"$236,000","2125 PALMER CIR, IOWA CITY",1 Story Frame,1974,1154,"8,960","$243,350",6519-463
1012403013,09/13/2023,"$236,250","132 AMHURST ST, IOWA CITY",1 Story Frame,1974,988,"6,600","$254,080",6516-742
1023209013,06/20/2023,"$236,500","1408 CROSBY LN, IOWA CITY",1 Story Frame,1966,896,"8,450","$221,130",6492-30
1014379004,11/01/2023,"$237,500","1413 PINE ST, IOWA CITY",1 Story Frame,1956,936,"7,500","$232,920",6527-345
1011359001,04/11/2023,"$238,000","1625 E COLLEGE ST, IOWA CITY",1 Story Frame,1958,1125,"6,435","$289,600",6473-842
1014404002,05/03/2023,"$240,000","1009 4TH AVE, IOWA CITY",1 Story Frame,1964,912,"6,000","$196,990",6479-198
1023203013,10/13/2023,"$240,000","1404 HOLLYWOOD BLVD, IOWA CITY",1 Story Frame,1970,1040,"12,750","$241,730",6523-505
1023264008,07/05/2023,"$240,000","1028 BRIAR DR, IOWA CITY",1 Story Frame,1981,1060,"9,375","$231,590",6497-397
1023431007,04/24/2023,"$240,000","1843 LAKESIDE DR, IOWA CITY",Split Foyer Frame,1993,1139,"8,500","$242,620",6475-276
1024129018,09/21/2023,"$240,000","1815 STERLING CT, IOWA CITY",Split Foyer Frame,1981,1028,"6,600","$247,120",6518-53
1023132002,04/10/2023,"$241,000","1908 GRANTWOOD ST, IOWA CITY",1 Story Frame,1979,1475,"8,890","$270,360",6471-92
1022180002,04/24/2023,"$241,500","1009 SANDUSKY DR, IOWA CITY",1 Story Frame,1980,1180,"9,912","$250,300",6476-31
1012180017,04/17/2023,"$242,000","3316 TULANE AVE, IOWA CITY",Split Foyer Frame,1972,960,"6,900","$244,530",6473-210
1014381006,12/11/2023,"$242,000","1410 FRANKLIN ST, IOWA CITY",1 Story Frame,1955,912,"8,190","$251,290",6534-156
1003102003,04/03/2023,"$245,000","1613 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1900,1024,"9,660","$221,230",6468-23
1003280015,07/27/2023,"$245,000","2 RIDGEWOOD LN, IOWA CITY",Split Level Frame,1963,1098,"27,363","$267,800",6505-214
1018407020,09/20/2023,"$245,000","1234 SHANNON DR, IOWA CITY",2 Story Frame,1999,1348,"2,781","$263,450",6519-280
1012452011,03/18/2023,"$248,000","2922 SWEET BRIAR AVE, IOWA CITY",Split Foyer Frame,1970,1080,"9,030","$269,020",6466-146
1014411001,02/24/2023,"$248,000","2110 J ST, IOWA CITY",Split Foyer Frame,1991,1032,"5,138","$258,780",6461-380
1012452006,02/22/2023,"$249,000","3016 SWEET BRIAR AVE, IOWA CITY",1 Story Frame,1971,988,"9,585","$243,060",6460-357
1023284008,05/31/2023,"$249,500","55 GLEASON DR, IOWA CITY",Split Foyer Frame,1973,1181,"8,625","$240,720",6483-934
1013111001,03/27/2023,"$250,000","445 PETERSON ST, IOWA CITY",1 Story Frame,1971,1176,"9,520","$254,500",6469-336
1013426050,07/06/2023,"$250,000","1 WARWICK CIR, IOWA CITY",Split Foyer Frame,1973,1080,"8,223","$221,100",6496-585
1015412014,08/12/2023,"$250,000","730 HIGHLAND AVE, IOWA CITY",1 Story Frame,1955,996,"7,000","$253,660",6509-814
1016182003,03/13/2023,"$250,000","533 OLIVE ST, IOWA CITY",1 Story Frame,1953,988,"6,360","$281,560",6464-689
1017333010,04/19/2023,"$250,000","1248 JENSEN ST, IOWA CITY",Split Foyer Frame,1993,966,"7,440","$261,990",6473-272
1023263001,07/11/2023,"$254,000","1125 SANDUSKY DR, IOWA CITY",Split Foyer Frame,1981,1028,"10,308","$218,140",6497-478
1003226003,05/31/2023,"$255,000","16 VENTURA AVE, IOWA CITY",1 Story Frame,1979,960,"19,888","$244,270",6486-14
1016342004,06/30/2023,"$255,000","1115 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1966,1170,"11,250","$282,040",6498-354
1003106010,04/21/2023,"$257,000*M","1546 PRAIRIE DU CHIEN RD, IOWA CITY",1 Story Frame,1975,1070,"6,600","$215,970",6473-29
1012261002,04/03/2023,"$257,000","2411 TUDOR DR, IOWA CITY",1 Story Frame,1971,1416,"11,215","$294,740",6467-623&6530-995
1014261005,12/13/2023,"$257,000","1304 KIRKWOOD AVE, IOWA CITY",1 Story Frame,1941,947,"6,250","$219,940",6534-47
1010405006,08/10/2023,"$259,000","717 E MARKET ST, IOWA CITY",1 Story Frame,1929,1138,"2,850","$219,510",6508-390
1014190003,06/14/2023,"$259,000","2005 MUSCATINE AVE, IOWA CITY",Split Level Frame,1965,1240,"8,698","$259,820",6491-192
1023487002,01/24/2023,"$259,000","2418 INDIGO DR, IOWA CITY",1 Story Frame,2021,1208,"6,875","$251,150",6457-36
1024360024,10/25/2023,"$259,000","3 THISTLE CT, IOWA CITY",1 Story Frame,2009,1243,"10,400","$305,430",6526-32
1011352004,04/28/2023,"$260,000","1639 MORNINGSIDE DR, IOWA CITY",2 Story Brick,1934,1322,"5,550","$288,080",6476-661
1011364003,02/07/2023,"$260,000","1417 E COLLEGE ST, IOWA CITY",2 Story Frame,1898,1896,"9,000","$300,840",6457-486
1013302003,06/14/2023,"$260,000","1013 DOVER ST, IOWA CITY",1 Story Frame,1965,1324,"6,540","$258,400",6490-619
1014104004,02/08/2023,"$260,000","421 4TH AVE, IOWA CITY",1 Story Frame,1973,1032,"11,250","$264,720",6458-155
1012184011,06/15/2023,"$261,500","3309 TULANE AVE, IOWA CITY",1 Story Frame,1973,1040,"8,513","$261,270",6489-1000
1014428003,08/11/2023,"$262,000","1011 6TH AVE, IOWA CITY",1 Story Frame,1958,1029,"7,950","$240,120",6509-177
1023283006,07/03/2023,"$262,500","24 GLEASON DR, IOWA CITY",1 Story Frame,1972,1128,"9,840","$280,500",6501-233
1014282003,03/09/2023,"$263,000","807 DEARBORN ST, IOWA CITY",1 Story Frame,1950,981,"6,250","$266,470",6463-173
1014361008,04/06/2023,"$263,500","1122 DOWNEY DR, IOWA CITY",2 Story Frame,1964,1770,"11,250","$283,290",6470-132
1003203001,08/10/2023,"$265,000","2109 TANGLEWOOD ST, IOWA CITY",1 Story Frame,1900,1008,"7,546","$224,660",6506-968
1012404001,05/06/2023,"$265,000","215 AMHURST ST, IOWA CITY",Split Foyer Frame,1974,1092,"6,440","$247,540",6479-879
1013129005,06/02/2023,"$265,000","503 KENWOOD DR, IOWA CITY",Split Foyer Frame,1964,1040,"10,400","$279,000",6488-300
1014362011,05/10/2023,"$265,000","1615 RIDGE ST, IOWA CITY",1 Story Frame,1964,1586,"12,500","$268,900",6489-462
1023152006,09/23/2023,"$265,000","1904 FLATIRON AVE, IOWA CITY",Split Foyer Frame,1979,1087,"7,800","$285,180",6520-689
1023153004,01/03/2023,"$265,000","1937 DELWOOD DR, IOWA CITY",1 Story Frame,1982,1296,"7,820","$286,570",6451-905
1023177001,12/06/2023,"$265,000","2204 HOLLYWOOD BLVD, IOWA CITY",1 Story Frame,1965,864,"9,750","$245,740",6532-466
1023264012,10/30/2023,"$265,000","1058 BRIAR DR, IOWA CITY",1 Story Frame,1994,1234,"9,975","$267,710",6526-318
1023282001,01/30/2023,"$265,000","2120 RUSSELL DR, IOWA CITY",Split Foyer Frame,1976,1182,"10,695","$269,250",6456-104
1025234001,04/25/2023,"$265,000","2807 WHISPERING MEADOW DR, IOWA CITY",1 Story Frame,2013,1404,"6,785","$224,030",6477-725
1012406001,02/24/2023,"$265,501","3243 HASTINGS AVE, IOWA CITY",1 Story Frame,1976,1180,"9,892","$287,880",6460-241
1014129003,07/24/2023,"$266,000","1816 B ST, IOWA CITY",1 Story Brick,1948,915,"5,501","$265,980",6506-581
1025232005,01/16/2023,"$266,000","2645 PINTO LN, IOWA CITY",Split Foyer Frame,2016,1007,"5,506","$287,240",6455-692
1013228004,04/07/2023,"$266,500","407 ELMRIDGE AVE, IOWA CITY",1 Story Frame,1956,1481,"9,126","$285,910",6469-244
1013303001,01/06/2023,"$268,000","2901 MUSCATINE AVE, IOWA CITY",1 Story Frame,1963,1404,"10,950","$301,330",6452-629
1014229012,10/22/2023,"$269,000","515 CLARK ST, IOWA CITY",1 Story Brick,1926,927,"6,250","$245,050",6526-4
1022482003,11/03/2023,"$269,000","1042 OXEN LN, IOWA CITY",1 Story Frame,2009,1342,"9,090","$286,970",6528-368
1012452010,08/17/2023,"$269,900","2928 SWEET BRIAR AVE, IOWA CITY",Split Foyer Frame,1970,1080,"9,585","$265,510",6514-20
1012452003,03/03/2023,"$270,000","3034 SWEET BRIAR AVE, IOWA CITY",1 Story Frame,1968,1234,"9,585","$272,910",6462-316
1013111011,06/09/2023,"$270,000","3304 SHAMROCK DR, IOWA CITY",1 Story Frame,1968,1056,"10,001","$277,790",6488-836
1013229015,06/26/2023,"$270,000","511 UPLAND AVE, IOWA CITY",1 Story Frame,1958,1128,"10,758","$228,210",6492-814
1014281007,07/18/2023,"$270,000","821 RUNDELL ST, IOWA CITY",1 Story Frame,1950,864,"6,250","$271,830",6501-758
1014362001,04/21/2023,"$270,000","1601 RIDGE ST, IOWA CITY",1 Story Frame,1965,936,"6,300","$261,610",6472-891
1011309002,10/27/2023,"$271,000","20 BROOKFIELD DR, IOWA CITY",1 Story Frame,1958,1064,"8,000","$269,270",6526-391
1016331009,06/26/2023,"$272,000","914 WYLDE GREEN RD, IOWA CITY",1 Story Frame,1965,1066,"7,910","$247,510",6493-709
1015480007,07/26/2023,"$272,500","1402 LAUREL ST, IOWA CITY",1 Story Frame,1956,912,"8,100","$233,980",6502-18
1024201003,05/12/2023,"$272,500","1640 ESTHER ST, IOWA CITY",1 Story Frame,1979,1006,"8,415","$281,770",6482-691
1011264002,07/28/2023,"$273,550","1128 ROCHESTER AVE, IOWA CITY",2 Story Frame,1920,1369,"8,500","$281,480",6503-791
1012378009,04/10/2023,"$274,000","173 GLENN DR, IOWA CITY",Split Foyer Frame,1966,1400,"11,960","$289,130",6469-879
1015408013,05/02/2023,"$274,900","1213 MARCY ST, IOWA CITY",2 Story Frame,1900,1765,"11,250","$300,010",6477-433
1024368001,06/06/2023,"$274,900","2443 INDIGO DR, IOWA CITY",Split Foyer Frame,2018,1007,"6,856","$302,040",6491-676
1004451018,09/20/2023,"$275,000","704 EASTMOOR DR, IOWA CITY",1 Story Frame,1968,1326,"10,530","$257,800",6518-226
1011331002,12/01/2023,"$275,000","121 CLAPP ST, IOWA CITY",1 1/2 Story Frame,1920,1149,"3,500","$209,720",6531-394
1014183010,07/13/2023,"$275,000","719 S 1ST AVE, IOWA CITY",1 Story Frame,1964,992,"12,000","$263,650",6500-6
1014338001,07/07/2023,"$275,000","1106 YEWELL ST, IOWA CITY",2 Story Frame,1950,1464,"7,293","$296,030",6496-388
