Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1007237008,10/02/2018,"$517,000","967 KENNEDY PKWY, IOWA CITY",2 Story Frame,2017,2604,"11,366","$647,060",5847-785
1001354004,06/28/2018,"$525,000","823 BLUFFWOOD DR, IOWA CITY",2 Story Frame,1989,3468,"13,590","$688,230",5820-377
1009108001,04/28/2018,"$525,000","213 MCLEAN ST, IOWA CITY",2 Story Frame,1923,2790,"12,000","$736,980",5784-788
1112207010,06/21/2018,"$529,900","1384 AVA CIR, IOWA CITY",1 Story Frame,2017,1803,"16,989","$660,610",5805-344
1009130010,06/21/2018,"$535,000","712 RIVER ST, IOWA CITY",1 Story Brick,1947,2847,"12,800","$739,210",5829-590
1007252016,11/28/2018,"$540,000","1031 MEADOWLARK DR, IOWA CITY",1 Story Frame,2013,2405,"10,786","$721,550",5925-249
1015110010,01/15/2018,"$540,000","628 S LUCAS ST, IOWA CITY",1 Story Frame,2018,1320,"9,000","$425,440",5750-399
0918134005,01/25/2018,"$560,000*M","608 ARLINGTON DR, IOWA CITY",2 Story Frame,2000,3415,"19,402","$674,450",5756-461
1004487004,03/23/2018,"$560,000","320 PARK RD, IOWA CITY",1 1/2 Story Frame,1938,2938,"13,800","$710,730",5779-899
1007252002,05/03/2018,"$587,000","1006 ROBIN RD, IOWA CITY",2 Story Frame,2010,2972,"18,371","$798,920",5782-395
1010126001,02/07/2018,"$595,000","834 N JOHNSON ST, IOWA CITY",1 Story Frame,1854,2328,"48,352","$744,960",5754-569
1007304001,03/15/2018,"$630,000","482 BUTTERNUT LN, IOWA CITY",2 Story Frame,1999,2819,"45,738","$819,240",5770-860
0918277018,08/07/2018,"$640,000","4132 KILBURNIE CT, IOWA CITY",2 Story Frame,2007,3248,"14,830","$729,660",5828-76
1007228001,06/01/2018,"$647,500","720 KENNEDY PKWY, IOWA CITY",1 Story Frame,2008,2338,"35,004","$851,970",5792-989
1009180010,09/21/2018,"$650,000","237 FERSON AVE, IOWA CITY",2 Story Brick,1937,2667,"18,000","$858,830",5843-108
1007282008,06/29/2018,"$680,000","53 BURR OAK CT, IOWA CITY",2 Story Frame,2003,2744,"43,560","$919,090",5811-652
1015101020,06/12/2018,"$680,000","513 S SUMMIT ST, IOWA CITY",2 Story Frame,1880,3932,"19,656","$822,680",5800-723
1002256005,06/22/2018,"$725,000","1231 CORONADO LN, IOWA CITY",1 Story Frame,2015,2920,"11,603","$974,220",5807-337
1007202005,04/20/2018,"$765,000","71 SUMAC CT, IOWA CITY",2 Story Frame,2003,3105,"52,272","$989,140",5780-489
1007381003,09/21/2018,"$785,000","60 KENNEDY PKWY, IOWA CITY",2 Story Frame,1996,4200,"44,867","$1,314,910",5841-137
1007203006,07/19/2018,"$810,000","66 CRABAPPLE CT, IOWA CITY",2 Story Frame,2004,3568,"54,102","$1,083,500",5819-434
1017202001,08/09/2018,"$812,000","2070 MELROSE AVE, IOWA CITY",2 Story Brick,1952,4102,"23,530","$919,820",5829-893
1009206001,06/09/2018,"$875,000","327 BLACKHAWK ST, IOWA CITY",2 Story Frame,1915,4117,"23,800","$1,247,670",5799-992
1016113003,01/12/2018,"$1,000,000*M","313 MYRTLE AVE, IOWA CITY",2 Story Frame,1900,1216,"9,500","$272,840",5755-93
1009180008,04/09/2018,"$1,065,000","201 FERSON AVE, IOWA CITY",2 Story Frame,2012,3929,"15,550","$1,582,290",5784-449
