Parcel Number,Sale Date,Sale Amount,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Recording
1009109014,04/25/2013,"$339,000","320 RIVER ST, IOWA CITY",1 1/2 Story Frame,1928,2377,"8,400","$502,100",5086-923
1010155005,07/17/2013,"$340,000","324 FAIRCHILD ST, IOWA CITY",2 Story Frame,1900,2380,"6,000","$597,530",5133-955
1018359004,03/29/2013,"$341,000","1333 PHEASANT VALLEY ST, IOWA CITY",2 Story Frame,2001,2510,"16,884","$493,140",5101-343
1112105004,05/30/2013,"$344,900","1011 RYAN CT, IOWA CITY",1 Story Frame,2012,1480,"7,583","$494,300",5107-830
1009151004,07/18/2013,"$345,000","242 MAGOWAN AVE, IOWA CITY",1 1/2 Story Frame,1900,2047,"9,000","$494,510",5141-865
1112104009,11/04/2013,"$345,000","1016 RYAN CT, IOWA CITY",1 Story Frame,2011,1469,"7,580","$482,390",5179-298
1113434004,05/13/2013,"$345,000","4471 TEMPE PL, IOWA CITY",2 Story Frame,2007,2543,"11,841","$513,230",5102-985
1018337005,06/25/2013,"$349,500","1136 GOLDENROD DR, IOWA CITY",1 Story Frame,2003,1807,"18,696","$503,670",5132-657
0918277020,07/03/2013,"$353,000","4112 KILBURNIE CT, IOWA CITY",1 Story Frame,2008,1839,"17,672","$499,640",5123-781
1009207007,09/20/2013,"$354,000","315 LEE ST, IOWA CITY",1 1/2 Story Frame,1931,2094,"12,000","$532,020",5162-296
1018354005,04/15/2013,"$355,000","1314 GOLDENROD DR, IOWA CITY",2 Story Frame,1999,2705,"13,268","$512,770",5088-338
1014132012,10/16/2013,"$359,500","437 GARDEN ST, IOWA CITY",2 Story Frame,1900,1862,"12,000","$472,460",5174-18
1018255004,01/24/2013,"$364,000","1035 PRAIRIE GRASS LN, IOWA CITY",1 Story Frame,2004,1899,"15,370","$648,500",5047-417
1014229001,07/01/2013,"$364,200","416 S SUMMIT ST, IOWA CITY",2 Story Frame,1920,2486,"7,830","$490,680",5136-361
0918103003,12/16/2013,"$367,500","4804 SOUTHCHASE CT, IOWA CITY",2 Story Frame,1998,2821,"22,952","$493,280",5190-390
1009257005,12/16/2013,"$367,500","1127 DILL ST, IOWA CITY",2 Story Frame,1911,2767,"34,560","$819,640",5197-943
0918278004,04/25/2013,"$369,900","4143 NEWCASTLE DR, IOWA CITY",1 Story Frame,2012,1690,"11,236","$519,560",5085-362
1011128005,02/08/2013,"$370,000","539 WOODRIDGE AVE, IOWA CITY",2 Story Frame,1993,2556,"18,450","$620,560",5052-96
1018133006,07/19/2013,"$371,000","55 KEARNEY CT, IOWA CITY",1 Story Frame,2001,1738,"20,536","$477,770",5131-374
1009280004,07/17/2013,"$372,000","1030 RIDER ST, IOWA CITY",1 Story Frame,1988,1961,"12,547","$571,510",5144-953
1010202011,11/01/2013,"$372,000","228 BROWN ST, IOWA CITY",2 Story Frame,1925,3443,"9,029","$478,910",5178-145
1009257009,06/03/2013,"$375,000","26 ROCKY SHORE DR, IOWA CITY",1 Story Frame,1967,1418,"15,776","$598,800",5111-264
1012154007,06/11/2013,"$375,000","3149 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,2012,2434,"9,752","$537,230",5110-716
1010454010,08/21/2013,"$379,000","113 S JOHNSON ST, IOWA CITY",2 Story Frame,1895,3760,"6,000","$704,300",5149-889
0918140003,06/14/2013,"$379,900","4448 CUMBERLAND LN, IOWA CITY",1 Story Frame,2005,1893,"12,600","$494,130",5109-942
1011407006,11/06/2013,"$380,000","2032 RIDGEWAY DR, IOWA CITY",2 Story Frame,1973,2999,"20,175","$597,590",5178-279
1018344002,03/13/2013,"$380,000","1001 GOLDENROD DR, IOWA CITY",2 Story Frame,2004,3271,"12,485","$576,520",5068-829
1010157010,06/01/2013,"$382,000","418 N GILBERT ST, IOWA CITY",2 Story Brick,1890,2550,"3,600","$564,890",5109-381
1012155001,05/31/2013,"$382,000","3112 LOWER WEST BRANCH RD, IOWA CITY",2 Story Frame,2012,2678,"10,020","$565,120",5218-35
1018345010,05/30/2013,"$384,500","1030 GOLDENROD DR, IOWA CITY",2 Story Frame,2003,2976,"14,869","$548,910",5131-817
0918157010,04/16/2013,"$385,000","839 COVENTRY CT, IOWA CITY",1 Story Frame,1995,2720,"21,432","$596,240",5086-891
1004328017,10/24/2013,"$385,000","640 WALKER CIR, IOWA CITY",2 Story Frame,2012,1949,"10,580","$578,320",5175-493
0918277004,01/10/2013,"$387,500","4252 KILBURNIE CT, IOWA CITY",1 Story Frame,2006,1882,"22,792","$590,010",5040-294
1017385001,07/18/2013,"$387,500","2205 ABBEY LN, IOWA CITY",2 Story Frame,1983,3136,"28,375","$556,430",5142-101
0918106002,08/30/2013,"$390,000","622 HUNTINGTON DR, IOWA CITY",1 Story Frame,2000,1631,"12,600","$485,210",5155-326
1018343002,11/26/2013,"$394,000","1109 WILD PRAIRIE DR, IOWA CITY",2 Story Frame,2004,2470,"12,656","$558,570",5222-149
1113431004,08/20/2013,"$395,000","1004 FLAGSTAFF DR, IOWA CITY",2 Story Frame,2009,2843,"14,086","$588,270",5163-246
1009183005,11/18/2013,"$400,000","225 RICHARDS ST, IOWA CITY",2 Story Frame,1912,2348,"15,640","$562,500",5184-54
1011326002,05/15/2013,"$409,900","1301 ROCHESTER AVE, IOWA CITY",2 Story Brick,1928,2368,"11,040","$600,660",5093-607
1004328018,05/06/2013,"$415,000","650 WALKER CIR, IOWA CITY",2 Story Frame,2012,1937,"10,852","$596,310",5097-709
1018301004,08/01/2013,"$418,000","932 DUCK CREEK DR, IOWA CITY",1 1/2 Story Frame,1990,2980,"12,420","$590,400",5140-609
1017277004,08/09/2013,"$420,000","732 SPENCER DR, IOWA CITY",2 Story Frame,1986,3039,"16,625","$669,920",5149-214
1018346001,06/15/2013,"$420,000","940 HONEYSUCKLE DR, IOWA CITY",2 Story Frame,2005,2670,"12,702","$603,130",5113-10
1012313003,06/19/2013,"$425,000","48 GREEN MOUNTAIN DR, IOWA CITY",2 Story Frame,2000,2600,"12,144","$642,790",5116-452
1009152009,03/28/2013,"$433,000","214 HUTCHINSON AVE, IOWA CITY",1 1/2 Story Frame,1930,2131,"48,000","$666,480",5070-533
1015101009,05/16/2013,"$440,000","415 S SUMMIT ST, IOWA CITY",2 Story Frame,1879,3173,"15,120","$740,030",5092-843
0918110004,02/14/2013,"$450,000","4801 DRYDEN CT, IOWA CITY",2 Story Frame,2004,2934,"20,445","$629,740",5052-565
1009132006,05/23/2013,"$450,000","340 HUTCHINSON AVE, IOWA CITY",2 Story Frame,1945,2530,"12,000","$598,540",5099-246
0918183004,09/27/2013,"$465,000","4707 CANTERBURY CT, IOWA CITY",1 Story Frame,1998,3065,"19,541","$752,260",5166-393
1007234001,06/15/2013,"$465,000","839 KENNEDY PKWY, IOWA CITY",1 Story Frame,2007,2064,"13,674","$658,270",5116-585
1002278003,05/02/2013,"$470,000","1700 N DUBUQUE RD, IOWA CITY",1 Story Frame,1981,2991,"31,934","$656,620",5088-778
1004350004,06/28/2013,"$476,500","740 WALKER CIR, IOWA CITY",1 Story Frame,2011,1982,"16,876","$753,410",5120-920
1012232001,05/03/2013,"$482,500","2617 BLUFFWOOD CIR, IOWA CITY",2 Story Brick,1967,3174,"52,173","$653,630",5089-198
1007229003,08/31/2013,"$485,000","1059 MEADOWLARK DR, IOWA CITY",2 Story Frame,2011,2360,"10,625","$693,430",5244-228
1007256008,10/24/2013,"$485,000","883 CAMP CARDINAL RD, IOWA CITY",1 Story Frame,2007,1856,"11,490","$695,020",5174-140
1007204003,05/30/2013,"$493,000","30 ALDER CT, IOWA CITY",1 Story Frame,2002,1763,"43,734","$701,790",5102-492
1007202007,08/01/2013,"$499,900","25 SUMAC CT, IOWA CITY",1 Story Frame,2002,2650,"44,431","$939,410",5138-773
1007231002,09/05/2013,"$530,000","1066 ROBIN RD, IOWA CITY",1 Story Frame,2008,2036,"14,990","$747,640",5165-649
1007229002,06/11/2013,"$532,000","1073 MEADOWLARK DR, IOWA CITY",1 Story Frame,2011,2288,"10,625","$776,250",5117-768
1007231003,07/12/2013,"$550,000","1046 ROBIN RD, IOWA CITY",1 Story Frame,2006,2121,"15,345","$771,190",5128-314
1007302006,09/17/2013,"$550,000","417 BUTTERNUT LN, IOWA CITY",2 Story Frame,1995,3248,"46,609","$959,130",5162-576
1010204003,09/18/2013,"$552,500","721 N LINN ST, IOWA CITY",3 Story Frame,1924,4734,"6,400","$805,970",5162-660
1007305002,04/05/2013,"$560,000","343 BUTTERNUT LN, IOWA CITY",2 Story Brick,1994,3324,"49,223","$930,590",5076-602
1014236002,10/15/2013,"$570,000","624 S SUMMIT ST, IOWA CITY",2 Story Brick,1895,3072,"19,700","$761,870",5171-209
1003377002,02/21/2013,"$575,000*M","12 BELLA VISTA PL, IOWA CITY",2 Story Frame,1910,3794,"44,431","$845,610",5059-859
1009128005,04/04/2013,"$575,000","437 HUTCHINSON AVE, IOWA CITY",1 1/2 Story Frame,1938,2920,"15,000","$820,620",5077-356
1009183019,10/19/2013,"$588,000","119 RICHARDS ST, IOWA CITY",2 Story Frame,2009,3098,"11,921","$864,710",5175-434
1007252010,07/17/2013,"$600,000","953 MEADOWLARK DR, IOWA CITY",1 Story Frame,2006,2384,"16,568","$889,190",5146-312
1002428018,10/25/2013,"$615,000","33 HICKORY HEIGHTS LN, IOWA CITY",1 Story Frame,2006,2370,"40,420","$858,260",5175-455
1004486004,07/19/2013,"$625,000*M","404 PARK RD, IOWA CITY",2 Story Frame,1933,2887,"13,600","$949,320",5133-115
1007203007,05/19/2013,"$629,000","50 CRABAPPLE CT, IOWA CITY",2 Story Frame,2003,3311,"45,912","$936,040",5114-441
1004486004,05/24/2013,"$650,000*M","404 PARK RD, IOWA CITY",2 Story Frame,1933,2887,"13,600","$949,320",5101-814
1007230003,10/28/2013,"$650,000","715 KENNEDY PKWY, IOWA CITY",1 Story Frame,2008,2814,"17,691","$955,260",5176-615
1007203005,05/02/2013,"$655,000","84 CRABAPPLE CT, IOWA CITY",2 Story Frame,2002,3142,"46,435","$1,024,340",5095-560
1007203002,03/26/2013,"$1,175,000","47 CRABAPPLE CT, IOWA CITY",2 Story Frame,2006,5993,"49,789","$1,692,420",5071-725
